day,time,address,district,accident_type,age,gender,suspect_vehicle,lat,long,Cluster
Thursday,Afternoon,berua raya,biringkanaya,TM,adolescent,LK,R2,-5.1158621,119.5232925,0
Saturday,Afternoon,perintis kemerdekaan,tamalanrea,TK,adult,NOV,R4,-5.1257155,119.5040112,3
Sunday,Morning,urip sumuharjo,panakkukang,TL,NOV,LK,R4,-5.1348243,119.4316818,9
Sunday,Morning,andi pangerang pettarani,panakkukang,TK,adult,PR,R2,-5.1521953,119.4374749,8
Friday,Afternoon,sunu,tallo,OC,adult,LK,R2,-5.1247334,119.4296097,7
Sunday,Afternoon,maccini baru,makassar,TK,adult,NOV,R2,-5.1378158,119.4279274,7
Monday,Morning,urip sumuharjo,bontoala,TL,NOV,LK,R2,-5.1348243,119.4316818,4
Tuesday,Night,gunung bulusaraung,bontoala,TK,adolescent,LK,R2,-5.1311549,119.4198042,11
Monday,Evening,veteran selatan,mamajang,TL,adult,LK,R2,-5.1671547,119.419923,6
Monday,Morning,urip sumuharjo,panakkukang,TL,adolescent,LK,R4,-5.1348243,119.4316818,6
Monday,Afternoon,paccerakkang,biringkanaya,TM,adult,NOV,R4,-5.1130349,119.5128407,3
Wednesday,Morning,sultan alauddin,rappocini,TB,adult,LK,R4,-5.1847014,119.4408542,3
Wednesday,Afternoon,yos sudarso,bontoala,TL,adult,LK,R2,-5.1199966,119.4174866,6
Wednesday,Evening,urip sumuharjo,panakkukang,TK,child,NOV,R2,-5.1348243,119.4316818,6
Tuesday,Afternoon,paccerakkang,biringkanaya,TL,adult,NOV,R3,-5.1130349,119.5128407,9
Wednesday,Morning,a.r. hakim,tallo,TL,adult,NOV,R2,-5.12141,119.4347354,4
Wednesday,Night,monumen emmy saelan,rappocini,TK,adult,LK,R2,-5.1716927,119.4425634,7
Wednesday,Evening,urip sumuharjo,panakkukang,TL,NOV,LK,R2,-5.1348243,119.4316818,6
Wednesday,Night,al markaz,bontoala,TL,NOV,LK,R2,-5.1266676,119.4251351,6
Wednesday,Afternoon,tupai,mamajang,TL,adolescent,PR,R2,-5.1604904,119.4202026,10
Friday,Morning,gatot subroto,tallo,TK,adolescent,LK,R2,-5.1182406,119.4349653,5
Friday,Morning,metro tanjung bunga,tamalate,T,adult,LK,R2,-5.1661576,119.3917443,8
Friday,Morning,veteran utara,bontoala,TM,adult,LK,R4,-5.1407973,119.4239945,8
Wednesday,Night,nipa nipa,manggala,TL,NOV,LK,R2,-5.1624763,119.5003181,6
Friday,Morning,monumen emmy saelan,rappocini,TK,adolescent,LK,R2,-5.1716927,119.4425634,5
Sunday,Night,pengayoman,panakkukang,TK,adult,LK,R2,-5.1579465,119.4384455,7
Friday,Night,haji kalla,panakkukang,TL,NOV,LK,R2,-5.1399514,119.4581721,6
Sunday,Morning,pajaiang,biringkanaya,TL,NOV,PR,R4,-5.1098182,119.5173596,9
Sunday,Morning,perintis kemerdekaan,tamalanrea,TL,NOV,PR,R2,-5.1257155,119.5040112,4
Friday,Morning,insinyur sutami,tamalanrea,TL,NOV,LK,R4,-5.1034072,119.4572411,9
Tuesday,Afternoon,kerukunan timur,tamalanrea,TK,adult,LK,R4,-5.1399146,119.5094409,3
Sunday,Afternoon,bougenville,panakkukang,TL,NOV,LK,R2,-5.1589205,119.444878,6
Tuesday,Evening,botolempangan,ujung pandang,TK,adult,LK,R4,-5.1419956,119.4120218,3
Monday,Morning,bandang,bontoala,TK,adult,LK,R4,-5.1265716,119.4194415,3
Tuesday,Evening,poros perumnas sudiang,biringkanaya,TK,adult,LK,R2,-5.1012568,119.5310464,7
Tuesday,Afternoon,gunung merapi,ujung pandang,TK,adult,NOV,R4,-5.1442354,119.4176162,3
Wednesday,Morning,kima raya ii,biringkanaya,TL,NOV,LK,R2,-5.1128454,119.509013,4
Wednesday,Afternoon,g. batu putih,ujung pandang,TL,NOV,LK,R2,-5.1468769,119.4185684,6
Tuesday,Evening,perintis kemerdekaan,biringkanaya,TK,adolescent,PR,R2,-5.0934582,119.5134093,0
Wednesday,Evening,perintis kemerdekaan,tamalanrea,TL,NOV,NOV,R2,-5.1257155,119.5040112,10
Thursday,Morning,metro tanjung bunga,tamalate,TL,NOV,LK,R2,-5.1661576,119.3917443,4
Thursday,Evening,insinyur juanda,tallo,TK,child,LK,R2,-5.1215923,119.437589,7
Thursday,Afternoon,kumala,tamalate,TL,NOV,LK,R3,-5.169866,119.4189942,6
Thursday,Morning,veteran selatan,mamajang,TK,child,LK,R2,-5.1671547,119.419923,1
Wednesday,Afternoon,andi mappaodang,tamalate,TK,adult,LK,R2,-5.1732205,119.4158686,7
Thursday,Afternoon,barawaja ii,panakkukang,TL,NOV,LK,R2,-5.1340633,119.4405177,6
Thursday,Evening,barawaja,panakkukang,TK,adult,LK,R2,-5.1340633,119.4405177,7
Friday,Afternoon,perintis kemerdekaan,tamalanrea,TL,NOV,LK,R2,-5.1257155,119.5040112,6
Saturday,Morning,maccini sawah,makassar,TK,adult,LK,R2,-5.1374548,119.4297329,8
Saturday,Evening,lamadukelleng,ujung pandang,TM,adolescent,NOV,R2,-5.1459823,119.4109236,0
Saturday,Afternoon,urip sumuharjo,panakkukang,TL,NOV,LK,R2,-5.1348243,119.4316818,6
Friday,Morning,urip sumuharjo,panakkukang,TL,NOV,LK,R4,-5.1348243,119.4316818,9
Monday,Morning,urip sumuharjo,panakkukang,TM,adult,LK,R2,-5.1348243,119.4316818,8
Friday,Morning,perintis kemerdekaan,tamalanrea,TL,NOV,NOV,R2,-5.1257155,119.5040112,4
Saturday,Evening,perintis kemerdekaan,biringkanaya,TK,adult,LK,R2,-5.0934582,119.5134093,7
Saturday,Morning,veteran utara,makassar,TK,adolescent,LK,R2,-5.1407973,119.4239945,5
Wednesday,Morning,urip sumuharjo,panakkukang,TK,adult,PR,R6,-5.1348243,119.4316818,8
Wednesday,Afternoon,domba,makassar,TK,child,LK,R2,-5.1502899,119.4217149,7
Tuesday,Evening,urip sumuharjo,panakkukang,TL,NOV,LK,R2,-5.1348243,119.4316818,6
Wednesday,Morning,tol reformasi,tallo,OC,adult,LK,R4,-5.110691,119.435491,3
Saturday,Evening,abdullah daeng sirua,panakkukang,TK,adolescent,LK,R2,-5.1513443,119.4494392,11
Wednesday,Night,urip sumuharjo,panakkukang,TK,adolescent,LK,R2,-5.1348243,119.4316818,11
Thursday,Morning,urip sumuharjo,panakkukang,TK,adolescent,LK,R2,-5.1348243,119.4316818,5
Thursday,Afternoon,sultan alauddin,rappocini,TL,NOV,LK,R4,-5.1847014,119.4408542,2
Wednesday,Evening,raya kampus unhas,tamalanrea,TL,NOV,LK,R2,-5.134504,119.494837,6
Thursday,Afternoon,gunung bawakaraeng,makassar,TK,adolescent,LK,R2,-5.1356777,119.415913,11
Wednesday,Evening,insinyur sutami,tamalanrea,TK,adult,LK,R2,-5.1034072,119.4572411,7
Friday,Morning,laikang,biringkanaya,TM,adolescent,LK,R2,-5.103716,119.5371947,1
Saturday,Afternoon,sultan alauddin,tamalate,TK,adult,LK,R2,-5.1740774,119.4312419,7
Friday,Afternoon,goa ria,biringkanaya,TK,adolescent,LK,R2,-5.0818045,119.5243856,11
Friday,Afternoon,goa ria,biringkanaya,TL,NOV,LK,R2,-5.0818045,119.5243856,6
Saturday,Morning,pengayoman,panakkukang,TK,adult,LK,R4,-5.1579465,119.4384455,3
Saturday,Night,mesjid raya,bontoala,TK,adult,NOV,R2,-5.1334076,119.4273561,7
Thursday,Morning,rajawali,mariso,TK,adult,LK,R2,-5.1487498,119.4096122,8
Friday,Afternoon,perjanjian bungaya,tamalate,TK,adolescent,NOV,R2,-5.2090132,119.3911307,0
Friday,Evening,perintis kemerdekaan,tamalanrea,TL,NOV,LK,R6,-5.1257155,119.5040112,6
Sunday,Morning,kumala,tamalate,TL,NOV,NOV,R2,-5.169866,119.4189942,4
Sunday,Morning,perintis kemerdekaan,tamalanrea,TL,NOV,LK,R2,-5.1257155,119.5040112,4
Sunday,Afternoon,perintis kemerdekaan,tamalanrea,OC,adult,PR,R2,-5.1257155,119.5040112,6
Monday,Morning,insinyur sutami iv,tamalanrea,OC,adult,PR,R4,-5.0895391,119.4793612,9
Tuesday,Morning,mesjid raya,bontoala,TK,adult,NOV,R2,-5.1334076,119.4273561,8
Tuesday,Afternoon,perintis kemerdekaan,tamalanrea,TK,adolescent,NOV,R4,-5.1257155,119.5040112,7
Tuesday,Morning,tamalanrea raya,tamalanrea,TL,NOV,LK,R4,-5.1389844,119.5193272,9
Friday,Evening,veteran utara,bontoala,TK,adult,NOV,R2,-5.1407973,119.4239945,7
Sunday,Morning,haji bau,mariso,TK,adolescent,NOV,R2,-5.1484649,119.4130795,1
Wednesday,Afternoon,sam ratulangi,mamajang,TL,NOV,NOV,R2,-5.1520498,119.4160523,10
Wednesday,Morning,poros tamalanrea indah,tamalanrea,TK,adolescent,NOV,R2,-5.1264839,119.5000076,1
Wednesday,Afternoon,gontang raya,tamalate,TK,adolescent,LK,R2,-5.1844917,119.4082191,11
Wednesday,Morning,sudirman,ujung pandang,TK,adult,LK,R2,-5.1346761,119.4138163,8
Thursday,Morning,dokter leimena,panakkukang,TL,NOV,LK,R4,-5.1477018,119.4702925,9
Thursday,Morning,insinyur sutami,biringkanaya,TL,NOV,LK,R2,-5.078346,119.5071711,4
Monday,Afternoon,kumala ii,tamalate,TM,adult,LK,R2,-5.1742308,119.4198237,7
Thursday,Afternoon,perintis kemerdekaan,biringkanaya,TK,adolescent,PR,R4,-5.0934582,119.5134093,7
Thursday,Night,gunung latimojong,makassar,TK,adult,LK,R2,-5.1405404,119.4208275,7
Friday,Evening,tupai,mamajang,TK,adult,LK,R2,-5.1604904,119.4202026,7
Friday,Morning,arief rate,ujung pandang,TL,NOV,LK,R2,-5.14495,119.4125725,4
Friday,Afternoon,slamet riyadi,ujung pandang,TL,NOV,NOV,R2,-5.1355535,119.4073319,10
Saturday,Afternoon,rappocini 9,rappocini,TL,NOV,NOV,R4,-5.15333,119.4313565,2
Saturday,Night,sudirman,ujung pandang,TK,adult,LK,R4,-5.1346761,119.4138163,3
Sunday,Night,borong raya,manggala,TL,NOV,PR,R2,-5.1637473,119.4673699,10
Monday,Afternoon,urip sumuharjo,panakkukang,TL,NOV,PR,R2,-5.1348243,119.4316818,10
Saturday,Evening,kima raya ii,biringkanaya,OC,adult,PR,R2,-5.1128454,119.509013,6
Friday,Afternoon,urip sumuharjo,bontoala,TL,NOV,LK,R4,-5.1348243,119.4316818,2
Sunday,Afternoon,pajaiang,biringkanaya,TK,adolescent,NOV,R2,-5.1098182,119.5173596,0
Monday,Afternoon,sudirman,ujung pandang,TK,adult,LK,R4,-5.1346761,119.4138163,3
Tuesday,Morning,ar daeng ngunjung,tallo,TM,adult,PR,R4,-5.124173,119.4391567,9
Friday,Morning,perintis kemerdekaan,tamalanrea,TM,adult,LK,R2,-5.1257155,119.5040112,8
Monday,Night,urip sumuharjo,panakkukang,OC,adult,LK,R4,-5.1348243,119.4316818,3
Tuesday,Evening,urip sumuharjo,panakkukang,TL,NOV,NOV,R2,-5.1348243,119.4316818,10
Wednesday,Evening,veteran selatan,mamajang,TM,adolescent,NOV,R2,-5.1671547,119.419923,0
Sunday,Night,jipang raya,rappocini,TK,adult,NOV,R2,-5.1778376,119.4504639,7
Saturday,Morning,moha,manggala,TL,NOV,LK,R2,-5.1639257,119.482062,4
Tuesday,Morning,sultan alauddin,tamalate,TM,adult,LK,R4,-5.1740774,119.4312419,8
Thursday,Evening,tol reformasi,tallo,TL,NOV,PR,R10,-5.110691,119.435491,10
Saturday,Night,urip sumuharjo,makassar,TK,adult,LK,R2,-5.1348243,119.4316818,7
Friday,Afternoon,daeng regge,tallo,TM,adult,LK,R4,-5.1225074,119.441113,3
Saturday,Night,tinumbu,bontoala,TL,NOV,LK,R2,-5.126371,119.418844,6
Sunday,Morning,perintis kemerdekaan,tamalanrea,TM,adolescent,LK,R2,-5.1257155,119.5040112,1
Thursday,Morning,tamalate i,rappocini,TL,NOV,PR,R2,-5.1675882,119.4479146,4
Friday,Night,dokter leimena,panakkukang,TL,NOV,NOV,R4,-5.1477018,119.4702925,2
Sunday,Afternoon,sunu,tallo,TL,NOV,LK,R2,-5.1247334,119.4296097,6
Monday,Afternoon,sudirman,ujung pandang,TM,adolescent,LK,R2,-5.1346761,119.4138163,0
Monday,Evening,metro tanjung bunga,mariso,TL,NOV,LK,R2,-5.1503551,119.4065236,6
Tuesday,Night,sam ratulangi,mamajang,TL,NOV,LK,R4,-5.1520498,119.4160523,2
Friday,Morning,perintis kemerdekaan,biringkanaya,TK,adult,NOV,R2,-5.0934582,119.5134093,8
Tuesday,Night,antang raya,manggala,TK,adolescent,PR,R2,-5.1602384,119.4774127,0
Tuesday,Night,perintis kemerdekaan,tamalanrea,TK,child,LK,R2,-5.1257155,119.5040112,11
Wednesday,Afternoon,inspeksi kanal,manggala,TL,NOV,NOV,R2,-5.1656385,119.466649,10
Wednesday,Evening,inspeksi pam,manggala,TL,NOV,LK,R2,-5.1501163,119.4756964,6
Wednesday,Afternoon,kima raya ii,biringkanaya,TK,adult,LK,R2,-5.1128454,119.509013,7
Friday,Night,perintis kemerdekaan,biringkanaya,TK,adult,LK,R2,-5.0934582,119.5134093,7
Wednesday,Night,urip sumuharjo,panakkukang,TK,adolescent,LK,R2,-5.1348243,119.4316818,11
Friday,Morning,andi pangerang pettarani,makassar,TL,NOV,NOV,R4,-5.1521953,119.4374749,9
Friday,Afternoon,toddopuli raya,panakkukang,TK,adult,LK,R4,-5.1601212,119.4537414,3
Sunday,Afternoon,perintis kemerdekaan,tamalanrea,TK,adult,NOV,R4,-5.1257155,119.5040112,3
Sunday,Afternoon,maccini sawah,makassar,TL,NOV,NOV,R4,-5.1374548,119.4297329,2
Sunday,Night,pengayoman,panakkukang,TL,NOV,NOV,R3,-5.1579465,119.4384455,2
Sunday,Night,nuri,mariso,TK,adolescent,LK,R2,-5.1613624,119.4092236,11
Sunday,Afternoon,insinyur sutami,biringkanaya,TL,NOV,LK,R4,-5.078346,119.5071711,2
Saturday,Evening,kerung-kerung,makassar,TK,adolescent,PR,R2,-5.1402144,119.4257998,0
Friday,Evening,minasa upa,rappocini,TK,child,LK,R2,-5.183593,119.4585157,5
Friday,Evening,profesor abdurrahman basalamah,panakkukang,TB,adolescent,LK,R2,-5.1471505,119.4492661,0
Sunday,Evening,kapasa raya,tamalanrea,TK,adolescent,NOV,R2,-5.0945064,119.4925577,0
Tuesday,Morning,urip sumuharjo,bontoala,TM,adolescent,LK,R2,-5.1348243,119.4316818,1
Monday,Night,perintis kemerdekaan,tamalanrea,TK,adolescent,LK,R2,-5.1257155,119.5040112,11
Saturday,Afternoon,tamalanrea raya,tamalanrea,TK,adolescent,LK,R2,-5.1389844,119.5193272,11
Tuesday,Morning,pajaiang,biringkanaya,TL,NOV,LK,R2,-5.1098182,119.5173596,4
Tuesday,Afternoon,profesor abdurrahman basalamah ii,panakkukang,TL,NOV,LK,R2,-5.1471505,119.4492661,6
Tuesday,Morning,sudirman,ujung pandang,TK,adult,PR,R2,-5.1346761,119.4138163,8
Monday,Morning,pajaiang,biringkanaya,TK,adult,PR,R6,-5.1098182,119.5173596,8
Saturday,Afternoon,urip sumohardjo,panakkukang,TL,NOV,LK,R2,-5.1396032,119.4487249,6
Thursday,Evening,perintis kemerdekaan,tamalanrea,T,adult,LK,R2,-5.1257155,119.5040112,1
Friday,Morning,tamalanrea raya,tamalanrea,TL,NOV,LK,R2,-5.1389844,119.5193272,4
Saturday,Evening,yusuf dg. ngawing,rappocini,TK,adolescent,LK,R2,-5.1659631,119.4372775,11
Saturday,Afternoon,inspeksi kanal,manggala,TL,NOV,LK,R2,-5.1656385,119.466649,6
Sunday,Night,batua raya,panakkukang,TK,adult,NOV,R2,-5.1495527,119.460578,7
Saturday,Morning,bitoa lama,manggala,TK,adult,LK,R3,-5.1655143,119.470282,8
Saturday,Afternoon,bonto mangape,tamalate,TL,NOV,LK,R2,-5.1713885,119.4290686,6
Saturday,Evening,kapasa raya,tamalanrea,TK,child,PR,R2,-5.0945064,119.4925577,6
Friday,Afternoon,urip sumuharjo,panakkukang,TL,NOV,NOV,R4,-5.1348243,119.4316818,2
Monday,Afternoon,teuku umar raya,tallo,TL,NOV,LK,R2,-5.1121916,119.4416344,6
Sunday,Evening,penghibur,ujung pandang,TL,NOV,LK,R2,-5.1438068,119.4081433,6
Monday,Afternoon,antang raya,manggala,TL,adult,LK,R4,-5.1602384,119.4774127,3
Wednesday,Afternoon,urip sumuharjo,panakkukang,TL,NOV,LK,R4,-5.1348243,119.4316818,2
Monday,Afternoon,perintis kemerdekaan,tamalanrea,OC,adolescent,LK,R2,-5.1257155,119.5040112,0
Monday,Night,perintis kemerdekaan,tamalanrea,TK,adolescent,LK,R2,-5.1257155,119.5040112,11
Monday,Morning,nuri,mariso,TL,NOV,LK,R2,-5.1613624,119.4092236,4
Tuesday,Afternoon,anggrek,mariso,TM,adolescent,LK,R2,-5.1637338,119.4075297,0
Monday,Morning,nipa nipa,manggala,TL,NOV,LK,R2,-5.1624763,119.5003181,4
Wednesday,Afternoon,gunung bawakaraeng,ujung pandang,TL,NOV,NOV,R4,-5.1356777,119.415913,2
Tuesday,Evening,borong raya,manggala,TK,adult,LK,R2,-5.1637473,119.4673699,7
Wednesday,Evening,borong raya,manggala,TK,adolescent,LK,R2,-5.1637473,119.4673699,11
Thursday,Night,boulevard,panakkukang,TK,adolescent,LK,R4,-5.1567107,119.4462122,7
Saturday,Morning,kapasa raya,tamalanrea,TK,adult,NOV,R4,-5.0945064,119.4925577,3
Saturday,Afternoon,perintis kemerdekaan,biringkanaya,TK,adult,LK,R2,-5.0934582,119.5134093,7
Saturday,Afternoon,insinyur sutami,tamalanrea,TK,adult,NOV,R4,-5.1034072,119.4572411,3
Thursday,Afternoon,sultan alauddin,tamalate,TL,NOV,PR,R4,-5.1740774,119.4312419,2
Wednesday,Evening,dokter leimena,panakkukang,T,child,LK,R2,-5.1477018,119.4702925,1
Thursday,Evening,perintis kemerdekaan,biringkanaya,TK,adolescent,LK,R2,-5.0934582,119.5134093,11
Friday,Morning,perintis kemerdekaan,tamalanrea,TK,adult,LK,R2,-5.1257155,119.5040112,8
Friday,Night,gunung latimojong,makassar,TK,child,LK,R2,-5.1405404,119.4208275,11
Friday,Evening,pelita ii,rappocini,TK,adolescent,LK,R2,-5.1537998,119.4330201,11
Saturday,Night,urip sumuharjo,panakkukang,TM,adult,LK,R2,-5.1348243,119.4316818,7
Saturday,Morning,andi mangerangi ii,tamalate,TK,adult,LK,R2,-5.16894,119.4185142,8
Wednesday,Evening,tol reformasi,tallo,TL,NOV,LK,R3,-5.110691,119.435491,6
Thursday,Evening,sudirman,ujung pandang,TK,adolescent,LK,R2,-5.1346761,119.4138163,11
Friday,Afternoon,sudirman,ujung pandang,TK,adult,LK,R2,-5.1346761,119.4138163,7
Friday,Afternoon,pajaiang,biringkanaya,TK,adult,LK,R2,-5.1098182,119.5173596,7
Monday,Evening,perintis kemerdekaan,biringkanaya,TK,child,LK,R2,-5.0934582,119.5134093,5
Sunday,Morning,perintis kemerdekaan,biringkanaya,TL,NOV,NOV,R4,-5.0934582,119.5134093,9
Sunday,Afternoon,kapasa raya,tamalanrea,TK,adult,LK,R2,-5.0945064,119.4925577,7
Monday,Afternoon,ranggong,ujung pandang,TM,adolescent,LK,R2,-5.1396414,119.4080159,0
Sunday,Night,lasinrang,ujung pandang,TL,NOV,LK,R4,-5.146835,119.4142894,2
Sunday,Afternoon,perintis kemerdekaan,biringkanaya,TL,NOV,NOV,R4,-5.0934582,119.5134093,2
Tuesday,Morning,sungai saddang,ujung pandang,TL,NOV,LK,R2,-5.1468498,119.4249901,4
Tuesday,Night,borong raya,manggala,TK,adult,NOV,R2,-5.1637473,119.4673699,7
Wednesday,Afternoon,lamuru,bontoala,TL,NOV,LK,R2,-5.1285743,119.4207363,6
Tuesday,Afternoon,urip sumuharjo,panakkukang,TK,adolescent,NOV,R2,-5.1348243,119.4316818,0
Wednesday,Morning,insinyur sutami,tamalanrea,TK,adolescent,LK,R2,-5.1034072,119.4572411,5
Wednesday,Morning,adyaksa baru,panakkukang,TL,NOV,PR,R2,-5.1571648,119.4478559,4
Sunday,Morning,tamalanrea raya,tamalanrea,OC,adult,PR,R2,-5.1389844,119.5193272,8
Wednesday,Morning,poros tamalanrea,tamalanrea,TK,adult,NOV,R2,-5.1264839,119.5000076,8
Thursday,Morning,perintis kemerdekaan,tamalanrea,TL,NOV,NOV,R2,-5.1257155,119.5040112,4
Wednesday,Evening,urip sumuharjo,panakkukang,TM,adult,LK,R2,-5.1348243,119.4316818,1
Monday,Evening,gontang raya,tamalate,TL,NOV,NOV,R6,-5.1844917,119.4082191,10
Thursday,Morning,urip sumuharjo,panakkukang,TM,adolescent,NOV,R2,-5.1348243,119.4316818,1
Friday,Afternoon,tupai,mamajang,TM,adolescent,NOV,R2,-5.1604904,119.4202026,0
Friday,Morning,paccerakkang,biringkanaya,TK,child,LK,R2,-5.1130349,119.5128407,1
Saturday,Evening,m. yamin,makassar,TL,NOV,LK,R2,-5.1417812,119.4312727,6
Friday,Night,bulogading,ujung pandang,TB,adolescent,LK,R4,-5.1367858,119.4070415,0
Thursday,Afternoon,metro tanjung bunga,mariso,TL,NOV,LK,R2,-5.1503551,119.4065236,6
Sunday,Morning,pajaiang,biringkanaya,TM,adult,LK,R2,-5.1098182,119.5173596,8
Sunday,Morning,perintis kemerdekaan,tamalanrea,TL,NOV,NOV,R4,-5.1257155,119.5040112,9
Saturday,Evening,perintis kemerdekaan,biringkanaya,TL,NOV,LK,R2,-5.0934582,119.5134093,6
Saturday,Afternoon,raya kampus unhas,tamalanrea,TK,adult,LK,R2,-5.134504,119.494837,7
Sunday,Evening,paccerakkang,biringkanaya,TK,adult,LK,R2,-5.1130349,119.5128407,7
Saturday,Afternoon,kumala ii selatan,tamalate,TM,adult,LK,R2,-5.1742308,119.4198237,7
Sunday,Morning,urip sumuharjo,bontoala,TL,NOV,NOV,R2,-5.1348243,119.4316818,4
Saturday,Evening,mapala,rappocini,TK,adolescent,NOV,R4,-5.1688842,119.4391711,7
Sunday,Evening,kompleks i,manggala,TK,adolescent,LK,R2,-5.1634316,119.4847148,11
Friday,Afternoon,veteran selatan,mamajang,TL,NOV,PR,R2,-5.1671547,119.419923,10
Friday,Afternoon,kumala,tamalate,TK,adult,PR,R4,-5.169866,119.4189942,3
Sunday,Night,urip sumuharjo,panakkukang,TK,adolescent,PR,R4,-5.1348243,119.4316818,7
Sunday,Night,adyaksa baru,panakkukang,TK,adolescent,LK,R2,-5.1571648,119.4478559,11
Sunday,Night,perintis kemerdekaan,tamalanrea,TK,adolescent,NOV,R4,-5.1257155,119.5040112,7
Friday,Evening,kemauan v,makassar,TM,adolescent,LK,R2,-5.1399353,119.4322832,0
Monday,Afternoon,sam ratulangi,mariso,TK,adult,PR,R4,-5.1545546,119.4162759,3
Thursday,Morning,perintis kemerdekaan,biringkanaya,TM,adolescent,LK,R2,-5.0934582,119.5134093,1
Monday,Morning,monginsidi,ujung pandang,TK,adult,LK,R4,-5.1479402,119.4186723,3
Saturday,Morning,karantina,panakkukang,TL,NOV,NOV,R2,-5.1363794,119.433666,4
Sunday,Morning,andi pangerang pettarani,rappocini,TL,NOV,NOV,R2,-5.1565899,119.4369069,4
Tuesday,Afternoon,pelita raya,rappocini,TK,adult,NOV,R2,-5.1496618,119.4349069,7
Tuesday,Evening,veteran selatan,makassar,TM,adolescent,LK,R2,-5.1673416,119.4198624,0
Sunday,Morning,sultan alauddin,rappocini,TL,NOV,NOV,R6,-5.1847014,119.4408542,9
Monday,Evening,aroepala,rappocini,TL,NOV,NOV,R4,-5.176439,119.4573487,2
Tuesday,Afternoon,andi pangerang pettarani,rappocini,TK,adolescent,LK,R2,-5.1565899,119.4369069,11
Saturday,Afternoon,perintis kemerdekaan,tamalanrea,TK,adolescent,LK,R2,-5.1257155,119.5040112,11
Saturday,Afternoon,perintis kemerdekaan,biringkanaya,TK,adult,LK,R2,-5.0934582,119.5134093,7
Tuesday,Morning,rudal 12,biringkanaya,TK,adult,LK,R2,-5.1087657,119.5222599,8
Wednesday,Morning,perintis kemerdekaan,tamalanrea,TL,NOV,NOV,R4,-5.1257155,119.5040112,9
Wednesday,Afternoon,boulevard,panakkukang,TK,adult,NOV,R4,-5.1567107,119.4462122,3
Monday,Morning,sultan alauddin,tamalate,TK,adult,LK,R2,-5.1740774,119.4312419,8
Thursday,Night,baji gau,tamalate,TL,NOV,NOV,R4,-5.2862714,119.379584,2
Thursday,Morning,sunu,tallo,TK,adult,LK,R2,-5.1247334,119.4296097,8
Friday,Morning,yusuf,rappocini,TL,NOV,LK,R2,-5.1659631,119.4372775,4
Friday,Morning,metro tanjung bunga,mariso,TM,adolescent,NOV,R4,-5.1503551,119.4065236,6
Friday,Morning,rappocini raya,rappocini,TK,adult,LK,R2,-5.1585335,119.4337899,8
Friday,Night,perintis kemerdekaan,biringkanaya,TK,adult,PR,R2,-5.0934582,119.5134093,7
Friday,Afternoon,perintis kemerdekaan,tamalanrea,TK,adult,LK,R2,-5.1257155,119.5040112,7
Friday,Afternoon,sunu,bontoala,TK,adult,NOV,R4,-5.1321811,119.4269256,3
Saturday,Night,k.s. tubun,mariso,TK,adult,LK,R4,-5.1626177,119.4112635,3
Thursday,Morning,pannampu,tallo,TK,adult,LK,R2,-5.1176851,119.4314582,8
Friday,Morning,belibis,mariso,TL,NOV,LK,R2,-5.1588854,119.412347,4
Friday,Afternoon,abu bakar lambogo,makassar,TL,NOV,LK,R2,-5.1444266,119.4314297,6
Friday,Morning,paccinang raya,panakkukang,TL,NOV,NOV,R2,-5.1481939,119.4694016,4
Wednesday,Afternoon,andi pangerang pettarani,panakkukang,TL,NOV,NOV,R4,-5.1521953,119.4374749,2
Saturday,Evening,tamangapa raya,manggala,TK,adolescent,LK,R2,-5.1767373,119.4843844,11
Saturday,Night,perintis kemerdekaan,tamalanrea,TK,adolescent,NOV,R2,-5.1257155,119.5040112,0
Sunday,Afternoon,perintis kemerdekaan,biringkanaya,TK,adult,NOV,R2,-5.0934582,119.5134093,7
Sunday,Morning,anggrek ii,mariso,TM,adolescent,NOV,R4,-5.1637338,119.4075297,6
Saturday,Night,gunung bawakaraeng,bontoala,TL,NOV,LK,R2,-5.1354412,119.4177503,6
Monday,Morning,urip sumuharjo,panakkukang,TM,adolescent,LK,R2,-5.1348243,119.4316818,1
Monday,Morning,cemara,panakkukang,TL,NOV,LK,R2,-5.1610312,119.4528684,4
Monday,Morning,berua 4,biringkanaya,TM,adult,PR,R4,-5.1154978,119.5233139,9
Wednesday,Night,insinyur sutami,tamalanrea,OC,adolescent,LK,R2,-5.1034072,119.4572411,0
Tuesday,Evening,kapasa raya,biringkanaya,TM,adolescent,LK,R6,-5.1127455,119.5090435,0
Tuesday,Morning,dokter leimena,panakkukang,TK,adolescent,NOV,R2,-5.1477018,119.4702925,1
Tuesday,Evening,andi pangerang pettarani,panakkukang,TK,adult,LK,R6,-5.1521953,119.4374749,7
Tuesday,Afternoon,andi mappanyukki,mariso,TL,NOV,LK,R2,-5.156363,119.4149266,6
Saturday,Evening,karaeng bonto marannu,tamalate,TL,NOV,LK,R2,-5.2687883,119.3827978,6
Wednesday,Afternoon,insinyur sutami,tamalanrea,TL,NOV,NOV,R6,-5.1034072,119.4572411,2
Wednesday,Afternoon,tamalanrea raya,tamalanrea,TK,adult,LK,R4,-5.1389844,119.5193272,3
Thursday,Morning,perintis kemerdekaan,biringkanaya,TM,adult,PR,R2,-5.0934582,119.5134093,8
Thursday,Afternoon,urip sumuharjo,panakkukang,TM,adult,PR,R4,-5.1348243,119.4316818,3
