day,time,address,district,accident_type,age,gender,suspect_vehicle,lat,long,Cluster
Sunday,Afternoon,borong raya,manggala,TL,NOV,LK,R3,-5.1637473,119.4673699,6
Tuesday,Morning,ali malaka,ujung pandang,TK,adolescent,NOV,R2,-5.1404819,119.4084815,1
Wednesday,Morning,perintis kemerdekaan,tamalanrea,TK,adolescent,PR,R3,-5.1257155,119.5040112,6
Wednesday,Afternoon,perintis kemerdekaan,biringkanaya,TK,adolescent,LK,R2,-5.0934582,119.5134093,11
Wednesday,Morning,flamboyan,tamalate,T,adult,NOV,R2,-5.1692515,119.4016416,8
Friday,Evening,perintis kemerdekaan,biringkanaya,TK,adult,LK,R2,-5.0934582,119.5134093,7
Friday,Afternoon,perintis kemerdekaan,biringkanaya,TL,NOV,LK,R2,-5.0934582,119.5134093,6
Thursday,Evening,teuku umar raya,tallo,TK,adult,LK,R2,-5.1121916,119.4416344,7
Saturday,Morning,andi pangerang pettarani,rappocini,TK,adolescent,LK,R3,-5.1565899,119.4369069,7
Tuesday,Evening,perintis kemerdekaan,tamalanrea,OC,adolescent,NOV,R2,-5.1257155,119.5040112,0
Sunday,Night,andi pangerang pettarani,rappocini,OC,adult,LK,R2,-5.1565899,119.4369069,7
Sunday,Evening,urip sumuharjo,panakkukang,TL,NOV,LK,R2,-5.1348243,119.4316818,6
Monday,Morning,insinyur sutami,biringkanaya,T,adolescent,NOV,R2,-5.078346,119.5071711,1
Sunday,Night,perintis kemerdekaan,biringkanaya,TK,adult,NOV,R2,-5.0934582,119.5134093,7
Saturday,Morning,perintis kemerdekaan,tamalanrea,TK,adult,NOV,R2,-5.1257155,119.5040112,8
Monday,Afternoon,perintis kemerdekaan,biringkanaya,TK,adolescent,LK,R2,-5.0934582,119.5134093,11
Monday,Afternoon,insinyur sutami,tamalanrea,TK,adult,LK,R3,-5.1034072,119.4572411,3
Sunday,Afternoon,perintis kemerdekaan,tamalanrea,T,adult,LK,R2,-5.1257155,119.5040112,7
Friday,Night,abdullah daeng sirua,panakkukang,T,adolescent,PR,R2,-5.1513443,119.4494392,0
Saturday,Night,gunung bawakaraeng,ujung pandang,TK,adolescent,LK,R2,-5.1356777,119.415913,11
Friday,Morning,nusa tamalanrea indah,tamalanrea,T,adult,LK,R2,-5.1402715,119.48329437389704,8
Friday,Afternoon,perintis kemerdekaan,tamalanrea,TM,adolescent,NOV,R2,-5.1257155,119.5040112,0
Saturday,Night,goa ria,biringkanaya,TL,NOV,LK,R2,-5.0818045,119.5243856,6
Friday,Night,korban 40.000 jiwa,tallo,T,adolescent,LK,R2,-5.1235312,119.4364017,0
Friday,Evening,monumen emmy saelan,rappocini,T,adult,LK,R2,-5.1716927,119.4425634,1
Sunday,Evening,metro tanjung bunga,tamalate,T,adolescent,LK,R2,-5.1661576,119.3917443,0
Saturday,Evening,insinyur sutami,tamalanrea,T,adolescent,LK,R2,-5.1034072,119.4572411,0
Monday,Afternoon,perintis kemerdekaan,tamalanrea,TL,NOV,PR,R2,-5.1257155,119.5040112,10
Tuesday,Morning,veteran selatan,mamajang,TL,NOV,PR,R2,-5.1671547,119.419923,4
Thursday,Morning,borong raya,manggala,T,adult,LK,R2,-5.1637473,119.4673699,8
Thursday,Afternoon,insinyur sutami,tamalanrea,TK,adult,LK,R2,-5.1034072,119.4572411,7
Friday,Morning,borong raya,manggala,TK,adult,LK,R2,-5.1637473,119.4673699,8
Thursday,Evening,aroepala,rappocini,TM,adult,LK,R2,-5.176439,119.4573487,1
Friday,Afternoon,urip sumuharjo,panakkukang,TM,adolescent,LK,R2,-5.1348243,119.4316818,0
Wednesday,Afternoon,insinyur sutami,biringkanaya,TK,adult,LK,R2,-5.078346,119.5071711,7
Saturday,Afternoon,urip sumuharjo,panakkukang,TL,NOV,NOV,R2,-5.1348243,119.4316818,10
Saturday,Afternoon,daeng tata raya,tamalate,TK,adolescent,LK,R2,-5.1850019,119.423432,11
Sunday,Evening,veteran utara,makassar,TK,adult,LK,R2,-5.1407973,119.4239945,7
Sunday,Morning,karunrung raya,rappocini,TM,child,PR,R2,-5.1804381,119.4516179,4
Friday,Night,gunung bawakaraeng,makassar,T,adult,NOV,R2,-5.1356777,119.415913,6
Saturday,Evening,kapasa raya,tamalanrea,TL,NOV,LK,R3,-5.0945064,119.4925577,6
Monday,Morning,perintis kemerdekaan,biringkanaya,TK,adolescent,LK,R2,-5.0934582,119.5134093,5
Sunday,Afternoon,serigala,mamajang,TK,adolescent,LK,R2,-5.1607129,119.4210329,11
Monday,Morning,urip sumuharjo,panakkukang,T,adolescent,LK,R2,-5.1348243,119.4316818,1
Tuesday,Morning,komp. unhas,tallo,TL,NOV,LK,R2,-5.1273889,119.4269936,4
Monday,Afternoon,inspeksi pam,manggala,TK,adult,LK,R2,-5.1501163,119.4756964,7
Monday,Night,tamalanrea raya,tamalanrea,T,adult,LK,R2,-5.1389844,119.5193272,7
Tuesday,Afternoon,kawasan pergudangan parangloe indah,tamalanrea,TK,adult,LK,R2,-5.0984447,119.4908881,7
Wednesday,Morning,sukaria i,panakkukang,T,adult,LK,R2,-5.1430959,119.4403752,8
Monday,Afternoon,aroepala,rappocini,T,adult,NOV,R2,-5.176439,119.4573487,6
Tuesday,Morning,insinyur sutami,biringkanaya,T,adult,LK,R2,-5.078346,119.5071711,8
Wednesday,Afternoon,bumi karsa,panakkukang,TK,adult,LK,R2,-5.1514551,119.4416216,7
Thursday,Night,insinyur sutami,tamalanrea,T,adolescent,LK,R2,-5.1034072,119.4572411,0
Thursday,Afternoon,urip sumuharjo,panakkukang,TL,NOV,NOV,R2,-5.1348243,119.4316818,10
Friday,Morning,veteran utara,makassar,TK,adolescent,LK,R2,-5.1407973,119.4239945,5
Friday,Night,veteran utara,makassar,TL,NOV,NOV,R3,-5.1407973,119.4239945,2
Friday,Morning,perintis kemerdekaan,tamalanrea,TK,adult,PR,R10,-5.1257155,119.5040112,8
Thursday,Afternoon,datuk ribandang,tallo,TM,adult,LK,R3,-5.1288411,119.4304187,3
Friday,Evening,abu bakar lambogo,makassar,T,child,LK,R2,-5.1444266,119.4314297,1
Monday,Morning,sultan alauddin,rappocini,TL,NOV,LK,R2,-5.1847014,119.4408542,4
Sunday,Evening,gontang raya,tamalate,T,adolescent,LK,R2,-5.1844917,119.4082191,0
Monday,Morning,gunung bawakaraeng,makassar,TM,adolescent,LK,R6,-5.1356777,119.415913,1
Tuesday,Morning,citra sudiang indah,biringkanaya,T,adolescent,LK,R2,-5.0813602,119.5214361,1
Tuesday,Afternoon,topaz raya,panakkukang,TK,adult,LK,R3,-5.1545812,119.4404437,3
Wednesday,Morning,kartini,ujung pandang,TK,adolescent,LK,R3,-5.1360991,119.4118141,7
Tuesday,Evening,paccerakkang,biringkanaya,TK,adult,LK,R2,-5.1130349,119.5128407,7
Friday,Morning,letjen hertasning,rappocini,TK,adult,LK,R2,-5.1615805,119.4360696,8
Thursday,Morning,sungai saddang,ujung pandang,TK,adult,LK,R2,-5.1468498,119.4249901,8
Thursday,Night,dokter leimena,panakkukang,T,adult,LK,R2,-5.1477018,119.4702925,7
Saturday,Morning,gunung latimojong,makassar,TL,NOV,NOV,R2,-5.1405404,119.4208275,4
Thursday,Evening,abu bakar lambogo,makassar,TL,NOV,LK,R2,-5.1444266,119.4314297,6
Saturday,Afternoon,pajaiang,biringkanaya,T,adult,LK,R2,-5.1098182,119.5173596,7
Sunday,Morning,letjen hertasning,panakkukang,TL,NOV,LK,R2,-5.1624971,119.4427223,4
Sunday,Afternoon,urip sumuharjo,panakkukang,TK,adolescent,NOV,R2,-5.1348243,119.4316818,0
Friday,Morning,maccini raya,makassar,T,adult,LK,R2,-5.1380386,119.4340109,8
Sunday,Morning,abu bakar lambogo,makassar,TK,adult,NOV,R2,-5.1444266,119.4314297,8
Thursday,Afternoon,andi pangerang pettarani,panakkukang,TK,adolescent,LK,R6,-5.1521953,119.4374749,11
Wednesday,Evening,batara bira,biringkanaya,TK,adolescent,NOV,R3,-5.0884975,119.5063692,0
Wednesday,Afternoon,manuruki,biringkanaya,TK,adolescent,LK,R2,-5.1109833,119.5252003,11
Wednesday,Afternoon,perintis kemerdekaan,tamalanrea,TL,NOV,PR,R3,-5.1257155,119.5040112,2
Thursday,Afternoon,tamalanrea raya,tamalanrea,TK,adult,PR,R2,-5.1389844,119.5193272,7
Thursday,Afternoon,perumnas raya,manggala,T,adult,NOV,R2,-5.1672432,119.480345,6
Friday,Night,nuri baru,mariso,TK,adolescent,NOV,R2,-5.1676353,119.4072099,0
Friday,Afternoon,urip sumuharjo,panakkukang,TL,NOV,LK,R2,-5.1348243,119.4316818,6
Thursday,Afternoon,metro tanjung bunga,tamalate,TK,adult,NOV,R3,-5.1661576,119.3917443,3
Saturday,Morning,berua raya,biringkanaya,TK,adult,NOV,R3,-5.1158621,119.5232925,8
Sunday,Evening,kandea iii,bontoala,TK,adolescent,NOV,R2,-5.1271822,119.4237625,0
Thursday,Morning,teuku umar raya,tallo,TK,adult,NOV,R2,-5.1121916,119.4416344,8
Saturday,Evening,kumala,tamalate,TL,NOV,LK,R2,-5.169866,119.4189942,6
Tuesday,Afternoon,perintis kemerdekaan,tamalanrea,TM,adult,LK,R3,-5.1257155,119.5040112,3
Tuesday,Morning,galangan kapal,tallo,TK,adult,LK,R6,-5.1116901,119.4310929,8
Tuesday,Afternoon,aroepala,rappocini,TK,adult,LK,R2,-5.176439,119.4573487,7
Wednesday,Afternoon,sawerigading,ujung pandang,TK,adult,PR,R2,-5.1408703,119.4127661,7
Friday,Morning,toddopuli 10,manggala,TK,adolescent,LK,R2,-5.165915,119.4564492,5
Friday,Evening,janggo paropo,panakkukang,TK,adult,LK,R2,-5.1492454,119.4589271,7
Wednesday,Afternoon,perintis kemerdekaan,tamalanrea,TL,NOV,LK,R2,-5.1257155,119.5040112,6
Saturday,Evening,daeng regge,tallo,TM,adult,LK,R2,-5.1225074,119.441113,1
Sunday,Night,abu bakar lambogo,makassar,TK,adult,NOV,R2,-5.1444266,119.4314297,7
Sunday,Morning,inspeksi kanal,manggala,TM,adolescent,NOV,R2,-5.1656385,119.466649,1
Wednesday,Afternoon,pengayoman,panakkukang,T,adult,LK,R2,-5.1579465,119.4384455,7
Saturday,Night,perintis kemerdekaan,biringkanaya,TK,adult,PR,R2,-5.0934582,119.5134093,7
Monday,Evening,korban 40.000 jiwa,tallo,T,adolescent,PR,R2,-5.1235312,119.4364017,0
Tuesday,Evening,paccerakkang,biringkanaya,TK,adolescent,PR,R2,-5.1130349,119.5128407,0
Wednesday,Morning,korban 40.000 jiwa,tallo,T,adult,LK,R2,-5.1235312,119.4364017,8
Wednesday,Evening,urip sumuharjo,panakkukang,TM,adult,NOV,R2,-5.1348243,119.4316818,6
Thursday,Morning,borong raya,manggala,TK,adult,LK,R3,-5.1637473,119.4673699,8
Thursday,Evening,perintis kemerdekaan,biringkanaya,TL,NOV,PR,R2,-5.0934582,119.5134093,10
Friday,Evening,anggrek,mariso,T,adolescent,LK,R2,-5.1637338,119.4075297,0
Friday,Afternoon,goa ria,biringkanaya,T,adolescent,LK,R2,-5.0818045,119.5243856,0
Saturday,Morning,jenderal ahmad yani,wajo,TK,adult,NOV,R2,-4.1402542,120.0322779,8
Saturday,Afternoon,kesatuan,makassar,T,adolescent,NOV,R2,-5.1399353,119.4322832,0
Sunday,Night,perintis kemerdekaan,tamalanrea,T,adult,NOV,R2,-5.1257155,119.5040112,6
Sunday,Morning,tamangapa raya,manggala,TK,child,LK,R2,-5.1767373,119.4843844,1
Sunday,Night,metro tanjung bunga,mariso,T,adult,LK,R2,-5.1503551,119.4065236,7
Monday,Morning,urip sumuharjo,panakkukang,TB,adult,PR,R2,-5.1348243,119.4316818,8
Tuesday,Night,kumala,tamalate,TK,adult,LK,R3,-5.169866,119.4189942,3
Monday,Morning,perintis kemerdekaan,tamalanrea,T,adult,LK,R2,-5.1257155,119.5040112,8
Tuesday,Night,veteran selatan,mamajang,TK,adolescent,LK,R2,-5.1671547,119.419923,11
Sunday,Evening,sultan alauddin,tamalate,TL,NOV,LK,R2,-5.1740774,119.4312419,6
Sunday,Evening,maccini baru,makassar,TK,adult,LK,R2,-5.1378158,119.4279274,7
Monday,Evening,metro tanjung bunga,tamalate,T,adult,PR,R2,-5.1661576,119.3917443,6
Tuesday,Evening,pelita raya,rappocini,T,adolescent,NOV,R2,-5.1496618,119.4349069,0
Tuesday,Evening,goa ria,biringkanaya,TL,NOV,LK,R2,-5.0818045,119.5243856,6
Thursday,Night,borong raya,manggala,TK,adolescent,LK,R2,-5.1637473,119.4673699,11
Wednesday,Evening,pajukukang,tamalate,TK,adolescent,LK,R2,-5.2122412,119.3872214,11
Thursday,Afternoon,aroepala,rappocini,TK,adult,LK,R3,-5.176439,119.4573487,3
Thursday,Afternoon,inspeksi kanal,manggala,T,adult,NOV,R2,-5.1656385,119.466649,6
Wednesday,Afternoon,insinyur sutami,tamalanrea,T,adult,LK,R3,-5.1034072,119.4572411,3
Friday,Evening,bandang,bontoala,TK,adult,PR,R2,-5.1265716,119.4194415,7
Friday,Morning,perintis kemerdekaan,biringkanaya,T,adult,LK,R2,-5.0934582,119.5134093,8
Saturday,Night,kima raya,biringkanaya,T,adult,NOV,R2,-5.1054746,119.4976501,6
Monday,Morning,mapala,rappocini,TK,child,LK,R2,-5.1688842,119.4391711,1
Monday,Afternoon,lanto daeng pasewang,mamajang,TK,adolescent,LK,R2,-5.15203,119.4188561,11
Saturday,Afternoon,sam ratulangi,mamajang,TK,adolescent,LK,R2,-5.1520498,119.4160523,11
Monday,Morning,urip sumuharjo,panakkukang,T,adult,LK,R2,-5.1348243,119.4316818,8
Sunday,Afternoon,gunung bawakaraeng,bontoala,TK,child,NOV,R2,-5.1354412,119.4177503,6
Tuesday,Evening,aroepala,rappocini,T,adult,LK,R2,-5.176439,119.4573487,1
Tuesday,Evening,bonto duri,tamalate,T,adult,LK,R2,-5.1752238,119.4269422,1
Monday,Night,nipa nipa,manggala,T,adult,NOV,R2,-5.1624763,119.5003181,6
Monday,Afternoon,metro tanjung bunga,tamalate,TK,adult,NOV,R2,-5.1661576,119.3917443,7
Tuesday,Evening,perintis kemerdekaan,biringkanaya,TK,adult,NOV,R3,-5.0934582,119.5134093,3
Thursday,Afternoon,boulevard,panakkukang,TK,adult,LK,R3,-5.1567107,119.4462122,3
Thursday,Afternoon,cilallang,rappocini,T,adult,LK,R2,-5.1580773,119.430582,7
Wednesday,Evening,perintis kemerdekaan,panakkukang,TM,adolescent,LK,R2,-5.1453588,119.4729453,0
Thursday,Afternoon,poros perumnas sudiang,biringkanaya,T,adolescent,PR,R2,-5.1012568,119.5310464,0
Wednesday,Morning,letjen hertasning,rappocini,TL,NOV,LK,R3,-5.1615805,119.4360696,9
Thursday,Evening,perintis kemerdekaan,biringkanaya,T,adult,LK,R2,-5.0934582,119.5134093,1
Friday,Evening,pajukukang,tamalate,TL,NOV,NOV,R2,-5.2122412,119.3872214,10
Monday,Morning,andi tonro,tamalate,TL,NOV,LK,R2,-5.1722153,119.4194737,4
Thursday,Afternoon,urip sumuharjo,panakkukang,OC,adolescent,LK,R2,-5.1348243,119.4316818,0
Friday,Evening,perintis kemerdekaan,biringkanaya,TK,adult,LK,R2,-5.0934582,119.5134093,7
Saturday,Afternoon,perintis kemerdekaan,biringkanaya,TK,adult,LK,R2,-5.0934582,119.5134093,7
Sunday,Afternoon,urip sumuharjo,panakkukang,OC,adult,LK,R2,-5.1348243,119.4316818,7
Monday,Afternoon,andi pangerang pettarani,panakkukang,OC,adult,PR,R2,-5.1521953,119.4374749,6
Friday,Night,veteran utara,bontoala,TK,adult,PR,R2,-5.1407973,119.4239945,7
Sunday,Afternoon,urip sumuharjo,panakkukang,OC,adult,LK,R3,-5.1348243,119.4316818,3
Sunday,Night,haji bau,ujung pandang,TK,adolescent,LK,R3,-5.1484649,119.4130795,11
Wednesday,Morning,lembo,tallo,OC,adult,LK,R2,-5.1192544,119.422686,8
Tuesday,Evening,nuri,mariso,TK,adolescent,LK,R2,-5.1613624,119.4092236,11
Tuesday,Morning,urip sumuharjo,panakkukang,OC,adult,LK,R2,-5.1348243,119.4316818,8
Wednesday,Night,andi pangerang pettarani,panakkukang,TK,adolescent,LK,R2,-5.1521953,119.4374749,11
Wednesday,Afternoon,abu bakar lambogo,makassar,OC,adolescent,NOV,R2,-5.1444266,119.4314297,0
Thursday,Afternoon,minasa upa,rappocini,TK,adolescent,LK,R2,-5.183593,119.4585157,11
Friday,Night,insinyur sutami,tamalanrea,TK,adolescent,LK,R12,-5.1034072,119.4572411,11
Friday,Afternoon,andi pangerang pettarani,panakkukang,TL,NOV,PR,R2,-5.1521953,119.4374749,10
Sunday,Night,goa ria,biringkanaya,TK,adolescent,NOV,R2,-5.0818045,119.5243856,0
Saturday,Evening,toddopuli raya,panakkukang,TM,adult,LK,R3,-5.1601212,119.4537414,7
Saturday,Morning,insinyur sutami,tamalanrea,TK,adult,LK,R2,-5.1034072,119.4572411,8
Saturday,Evening,veteran utara,bontoala,TK,adult,LK,R2,-5.1407973,119.4239945,7
Sunday,Morning,toddopuli raya,rappocini,TM,adult,LK,R6,-5.1658609,119.4497719,8
Monday,Evening,kawasan pergudangan parangloe indah,tamalanrea,OC,adult,LK,R2,-5.0984447,119.4908881,1
Monday,Night,inspeksi pam,manggala,OC,adult,LK,R2,-5.1501163,119.4756964,7
Monday,Morning,insinyur sutami,biringkanaya,TK,adolescent,LK,R2,-5.078346,119.5071711,5
Sunday,Evening,sunu,tallo,TK,adolescent,LK,R2,-5.1247334,119.4296097,11
Monday,Afternoon,teuku umar raya,tallo,TK,adult,LK,R3,-5.1121916,119.4416344,3
Tuesday,Afternoon,letjen hertasning,rappocini,OC,adult,NOV,R2,-5.1615805,119.4360696,6
Tuesday,Night,biring romang,tamalanrea,OC,adolescent,LK,R2,-5.1201558,119.5040303,0
Wednesday,Evening,bungaejaya,bontoala,TL,NOV,LK,R2,-5.1213977,119.4201828,6
Thursday,Morning,arief rate,ujung pandang,OC,adult,NOV,R2,-5.14495,119.4125725,8
Saturday,Morning,sunu,bontoala,TK,adult,LK,R2,-5.1321811,119.4269256,8
Wednesday,Evening,urip sumuharjo,panakkukang,TK,adolescent,NOV,R2,-5.1348243,119.4316818,0
Thursday,Evening,nipa nipa,manggala,TL,NOV,PR,R2,-5.1624763,119.5003181,10
Saturday,Evening,perintis kemerdekaan,biringkanaya,TK,adult,LK,R3,-5.0934582,119.5134093,7
Sunday,Afternoon,naja dg. nai,tallo,TM,adult,LK,R2,-5.1262392,119.4426606,7
Sunday,Night,tinumbu,bontoala,TK,adolescent,LK,R2,-5.126371,119.418844,11
Monday,Evening,perintis kemerdekaan,biringkanaya,TK,adult,LK,R2,-5.0934582,119.5134093,7
Tuesday,Night,laikang,biringkanaya,TK,adolescent,LK,R2,-5.103716,119.5371947,11
Thursday,Evening,andi pangerang pettarani,panakkukang,TL,NOV,LK,R2,-5.1521953,119.4374749,6
Monday,Afternoon,insinyur sutami,tallo,TL,NOV,LK,R3,-5.1150772,119.4212502,6
Sunday,Evening,nuri,mariso,TL,NOV,LK,R2,-5.1613624,119.4092236,6
Saturday,Evening,veteran utara,makassar,TK,adult,LK,R2,-5.1407973,119.4239945,7
Thursday,Night,metro tanjung bunga,mariso,OC,adolescent,LK,R2,-5.1503551,119.4065236,0
Monday,Evening,manyikkoaya,biringkanaya,OC,adolescent,NOV,R2,-5.0770234,119.530081,0
Tuesday,Night,selayar,biringkanaya,OC,adolescent,LK,R2,-5.1119966,119.5406255,0
Tuesday,Afternoon,veteran utara,bontoala,TK,adult,LK,R8,-5.1407973,119.4239945,3
Wednesday,Night,gunung bawakaraeng,bontoala,TK,adult,LK,R3,-5.1354412,119.4177503,3
Monday,Evening,poros perumnas sudiang,biringkanaya,TM,adolescent,NOV,R2,-5.1012568,119.5310464,0
Wednesday,Morning,gunung bawakaraeng,bontoala,TK,adult,LK,R2,-5.1354412,119.4177503,8
Tuesday,Morning,urip sumuharjo,panakkukang,TK,adult,NOV,R2,-5.1348243,119.4316818,8
Wednesday,Afternoon,tamangapa raya,manggala,TL,NOV,LK,R3,-5.1767373,119.4843844,2
Thursday,Evening,andi pangerang pettarani,rappocini,OC,adult,NOV,R2,-5.1565899,119.4369069,6
Saturday,Evening,veteran selatan,mamajang,TM,adult,LK,R2,-5.1671547,119.419923,1
Sunday,Night,kapasa raya,biringkanaya,OC,adult,PR,R2,-5.1127455,119.5090435,6
Sunday,Night,urip sumuharjo,panakkukang,TK,adult,PR,R2,-5.1348243,119.4316818,7
Friday,Morning,sungai saddang,ujung pandang,OC,adult,NOV,R2,-5.1468498,119.4249901,8
Sunday,Morning,andi pangerang pettarani,panakkukang,TL,NOV,NOV,R3,-5.1521953,119.4374749,9
Monday,Evening,insinyur sutami,tamalanrea,OC,adult,LK,R2,-5.1034072,119.4572411,1
Sunday,Afternoon,perintis kemerdekaan,tamalanrea,TL,NOV,NOV,R4,-5.1257155,119.5040112,2
Wednesday,Evening,perintis kemerdekaan,tamalanrea,OC,adolescent,NOV,R2,-5.1257155,119.5040112,0
Thursday,Morning,btn minasa  upa,rappocini,TK,adult,NOV,R4,-5.1856769,119.4533275,3
Thursday,Night,sungai saddang,ujung pandang,TK,adult,LK,R4,-5.1468498,119.4249901,3
Wednesday,Evening,sam ratulangi,mamajang,TK,adult,LK,R2,-5.1520498,119.4160523,7
Friday,Night,arung teko,biringkanaya,T,adult,LK,R2,-5.081271,119.5314578,7
Friday,Morning,perintis kemerdekaan,tamalanrea,TK,adult,LK,R2,-5.1257155,119.5040112,8
Thursday,Evening,tamalate i,rappocini,TL,NOV,LK,R2,-5.1675882,119.4479146,6
Wednesday,Night,boulevard,panakkukang,TK,adult,PR,R4,-5.1567107,119.4462122,3
Thursday,Afternoon,barawaja,panakkukang,OC,adult,LK,R2,-5.1340633,119.4405177,7
Saturday,Evening,dokter leimena,panakkukang,OC,adolescent,LK,R2,-5.1477018,119.4702925,0
Sunday,Morning,kerung-kerung,makassar,TL,NOV,LK,R2,-5.1402144,119.4257998,4
Sunday,Night,haji bau,ujung pandang,TK,adolescent,LK,R4,-5.1484649,119.4130795,7
Friday,Afternoon,veteran utara,makassar,TK,adult,NOV,R6,-5.1407973,119.4239945,3
Monday,Morning,balang baru 1,tamalate,TM,adult,NOV,R2,-5.1813943,119.41146377951962,8
Monday,Afternoon,toddopuli vii,manggala,TK,adolescent,LK,R2,-5.1663212,119.4548914,11
Monday,Evening,perintis kemerdekaan,biringkanaya,TM,adolescent,PR,R2,-5.0934582,119.5134093,0
Monday,Morning,veteran selatan,mamajang,TL,NOV,PR,R2,-5.1671547,119.419923,4
Wednesday,Morning,andi pangerang pettarani,panakkukang,TK,adult,PR,R4,-5.1521953,119.4374749,3
Friday,Morning,insinyur sutami,tamalanrea,OC,adult,LK,R2,-5.1034072,119.4572411,8
Saturday,Morning,andi pangerang pettarani,panakkukang,OC,adult,NOV,R2,-5.1521953,119.4374749,8
Saturday,Evening,goa ria,biringkanaya,TL,NOV,LK,R2,-5.0818045,119.5243856,6
Sunday,Evening,urip sumuharjo,panakkukang,TK,adult,PR,R2,-5.1348243,119.4316818,7
Monday,Afternoon,kesejahteraan selatan,tamalanrea,TK,adult,LK,R4,-5.1373086,119.5096539,3
Saturday,Evening,teuku umar raya,tallo,TL,NOV,LK,R2,-5.1121916,119.4416344,6
Tuesday,Morning,peternakan 5,manggala,OC,adult,NOV,R2,-5.1710663,119.4825044,8
Monday,Afternoon,batara bira,biringkanaya,OC,adult,NOV,R2,-5.0884975,119.5063692,6
Friday,Morning,metro tanjung bunga,tamalate,TK,adolescent,NOV,R4,-5.1661576,119.3917443,7
Wednesday,Morning,pongtiku,tallo,TK,adult,LK,R2,-5.1249713,119.4318432,8
Thursday,Afternoon,perintis kemerdekaan iv,tamalanrea,OC,adult,LK,R2,-5.1441221,119.4902404,7
Thursday,Evening,ade irma nasution,tallo,TK,adolescent,PR,R2,-5.1214728,119.4361603,0
Thursday,Afternoon,ade irma nasution,tallo,TK,adolescent,LK,R2,-5.1214728,119.4361603,11
Friday,Morning,tamalanrea raya,tamalanrea,OC,adult,LK,R2,-5.1389844,119.5193272,8
Friday,Afternoon,cendrawasih,mariso,TL,NOV,NOV,R4,-5.1552795,119.4122605,2
Thursday,Evening,perintis kemerdekaan,biringkanaya,TK,adult,LK,R2,-5.0934582,119.5134093,7
Friday,Afternoon,perintis kemerdekaan,tamalanrea,TK,adult,LK,R2,-5.1257155,119.5040112,7
Saturday,Morning,daeng tata raya,tamalate,TL,NOV,PR,R2,-5.1850019,119.423432,4
Saturday,Night,sultan alauddin,tamalate,OC,adolescent,NOV,R2,-5.1740774,119.4312419,0
Sunday,Evening,borong raya,manggala,TL,NOV,LK,R2,-5.1637473,119.4673699,6
Monday,Afternoon,perintis kemerdekaan,biringkanaya,OC,adolescent,LK,R2,-5.0934582,119.5134093,0
Monday,Afternoon,penghibur,ujung pandang,TK,adult,LK,R2,-5.1438068,119.4081433,7
Tuesday,Morning,gunung latimojong,makassar,TK,adult,LK,R2,-5.1405404,119.4208275,8
Tuesday,Evening,perintis kemerdekaan,biringkanaya,TL,NOV,NOV,R2,-5.0934582,119.5134093,10
Wednesday,Afternoon,perintis kemerdekaan,tamalanrea,TK,adult,LK,R2,-5.1257155,119.5040112,7
Wednesday,Afternoon,letjen hertasning,rappocini,OC,adult,PR,R2,-5.1615805,119.4360696,6
Wednesday,Afternoon,parumpa,biringkanaya,TL,NOV,LK,R2,-5.117091,119.5096487,6
Thursday,Evening,perintis kemerdekaan,biringkanaya,TL,NOV,NOV,R2,-5.0934582,119.5134093,10
Thursday,Afternoon,poros tamalanrea indah,tamalanrea,OC,adult,LK,R2,-5.1264839,119.5000076,7
Friday,Afternoon,tamangapa raya,manggala,OC,adolescent,LK,R2,-5.1767373,119.4843844,0
Friday,Afternoon,macan,mamajang,TK,adult,LK,R4,-5.1599715,119.4176094,3
Monday,Evening,juanda,tallo,TK,adolescent,NOV,R2,-5.1198402,119.4377233,0
Sunday,Morning,perintis kemerdekaan,panakkukang,TL,NOV,NOV,R4,-5.1453588,119.4729453,9
Sunday,Evening,paccerakkang,biringkanaya,OC,adolescent,LK,R2,-5.1130349,119.5128407,0
Sunday,Evening,perintis kemerdekaan,biringkanaya,TK,adult,NOV,R2,-5.0934582,119.5134093,7
Saturday,Afternoon,veteran utara,makassar,TM,adult,NOV,R4,-5.1407973,119.4239945,3
Thursday,Evening,andi pangerang pettarani,panakkukang,TK,adult,NOV,R4,-5.1521953,119.4374749,3
Friday,Morning,perintis kemerdekaan,biringkanaya,TK,adult,LK,R2,-5.0934582,119.5134093,8
Friday,Afternoon,toddopuli raya,panakkukang,T,adult,LK,R2,-5.1601212,119.4537414,7
Friday,Night,veteran utara,makassar,TK,adolescent,LK,R2,-5.1407973,119.4239945,11
Friday,Evening,poros perumnas sudiang,biringkanaya,TL,NOV,PR,R2,-5.1012568,119.5310464,10
