day,time,address,district,accident_type,age,gender,suspect_vehicle,lat,long
Friday,Afternoon,haji bau,mariso,TL,NOV,NOV,R3,-5.1486476,119.4096809
Saturday,Night,tol reformasi,tamalanrea,T,adult,LK,R3,-5.1102172,119.4431934
Wednesday,Night,urip sumuharjo,panakkukang,TK,adult,PR,R3,-5.1348243,119.4316818
Wednesday,Night,batua raya,panakkukang,TK,adult,LK,R2,-5.1550374,119.4579475
Monday,Afternoon,gunung bulusaraung,ujung pandang,TL,NOV,NOV,R3,-5.132311,119.416033
Thursday,Afternoon,yusuf dg. ngawing,rappocini,OC,adult,LK,R2,-5.166173,119.4378724
Wednesday,Evening,urip sumuharjo,panakkukang,TL,NOV,LK,R2,-5.1348243,119.4316818
Tuesday,Morning,urip sumuharjo,makassar,TL,NOV,LK,R2,-5.1349388,119.4320188
Saturday,Afternoon,urip sumuharjo,panakkukang,TM,adult,LK,R2,-5.1348243,119.4316818
Saturday,Morning,andi pangerang pettarani,panakkukang,TM,child,NOV,R2,-5.1521953,119.4374749
Friday,Night,muh. tahir,tamalate,TK,adult,LK,R2,-5.1755446,119.4173674
Friday,Evening,perintis kemerdekaan,tamalanrea,TM,adolescent,NOV,R2,-5.1257155,119.5040112
Friday,Evening,sam ratulangi,mariso,TK,adolescent,NOV,R2,-5.161255,119.4173574
Saturday,Afternoon,perintis kemerdekaan,tamalanrea,TK,adult,LK,R2,-5.1257155,119.5040112
Friday,Evening,insinyur sutami,biringkanaya,TL,NOV,LK,R2,-5.0680439,119.524519
Saturday,Afternoon,perjanjian bungaya,tamalate,TK,adolescent,LK,R2,-5.2090132,119.3911307
Saturday,Evening,andi pangerang pettarani,panakkukang,TK,adolescent,PR,R2,-5.1521953,119.4374749
Sunday,Afternoon,kotipa raya,biringkanaya,TL,NOV,LK,R2,-5.132199,119.5260262
Saturday,Afternoon,perintis kemerdekaan,tamalanrea,TK,adult,LK,R2,-5.1257155,119.5040112
Sunday,Afternoon,metro tanjung bunga,tamalate,TL,NOV,NOV,R2,-5.1661576,119.3917443
Tuesday,Evening,bumi raya,rappocini,OC,adolescent,LK,R2,-5.1848891,119.4418835
Wednesday,Evening,ampera,mariso,TL,NOV,LK,R2,-5.1509903,119.4098066
Thursday,Morning,veteran selatan,mamajang,TL,NOV,LK,R2,-5.1671547,119.419923
Wednesday,Evening,pengayoman,panakkukang,TK,adult,LK,R2,-5.1585975,119.4418718
Friday,Morning,insinyur sutami,tallo,TM,adult,LK,R3,-5.1150772,119.4212502
Wednesday,Evening,gunung salahutu,makassar,TL,NOV,PR,R2,-5.1410649,119.4225183
Saturday,Morning,rajawali,mariso,TL,NOV,PR,R3,-5.1538312,119.4108745
Friday,Morning,perintis kemerdekaan,tamalanrea,TL,NOV,LK,R3,-5.1257155,119.5040112
Saturday,Afternoon,maccini gusung,makassar,TM,adult,LK,R3,-5.1376165,119.4269087
Sunday,Morning,botolempangan,ujung pandang,TK,adolescent,LK,R2,-5.1446024,119.4130438
Saturday,Morning,perintis kemerdekaan,biringkanaya,T,adult,LK,R2,-5.0876472,119.5188217
Sunday,Night,sultan alauddin,rappocini,TL,NOV,LK,R2,-5.1847014,119.4408542
Sunday,Afternoon,galangan kapal,tallo,TK,adult,LK,R2,-5.112275,119.4309818
Sunday,Night,metro tanjung bunga,tamalate,T,adolescent,NOV,R3,-5.1661576,119.3917443
Monday,Afternoon,sultan abdullah i,tallo,TM,adolescent,LK,R2,-5.1037126,119.4396863
Tuesday,Morning,sultan alauddin,tamalate,TK,adolescent,PR,R2,-5.1682127,119.4209944
Tuesday,Evening,urip sumuharjo,panakkukang,TB,adult,NOV,R3,-5.1348243,119.4316818
Wednesday,Evening,veteran utara,bontoala,TK,adolescent,LK,R2,-5.1407973,119.4239945
Tuesday,Afternoon,urip sumuharjo,panakkukang,TK,adolescent,LK,R2,-5.1348243,119.4316818
Tuesday,Morning,perintis kemerdekaan,tamalanrea,TK,adolescent,LK,R2,-5.1257155,119.5040112
Wednesday,Morning,g. batu putih,makassar,TK,adolescent,LK,R3,-5.1468769,119.4185684
Thursday,Afternoon,profesor abdurrahman basalamah,panakkukang,TK,adolescent,LK,R3,-5.1458615,119.4485812
Wednesday,Afternoon,perintis kemerdekaan,tamalanrea,TK,adolescent,LK,R3,-5.1257155,119.5040112
Thursday,Morning,lanraki,biringkanaya,TK,adult,LK,R3,-5.1228757,119.5112994
Thursday,Evening,tinumbu,tallo,TM,adolescent,LK,R2,-5.1168956,119.4218884
Tuesday,Afternoon,onta lama,mamajang,T,adult,LK,R2,-5.1572318,119.4206192
Friday,Afternoon,urip sumuharjo,panakkukang,TK,adolescent,NOV,R2,-5.1348243,119.4316818
Friday,Afternoon,andi mappaodang,tamalate,TK,adolescent,LK,R2,-5.1732205,119.4158686
Saturday,Afternoon,urip sumuharjo,panakkukang,TL,NOV,LK,R2,-5.1348243,119.4316818
Friday,Morning,urip sumuharjo,panakkukang,TL,NOV,NOV,R2,-5.1348243,119.4316818
Sunday,Morning,kerung-kerung,makassar,T,adult,LK,R2,-5.1402076,119.425703
Friday,Afternoon,raya baruga,manggala,TL,NOV,NOV,R2,-5.1575692,119.4861494
Friday,Afternoon,boulevard,panakkukang,TK,adolescent,PR,R2,-5.1560473,119.4419658
Saturday,Morning,nuri baru,mariso,TL,NOV,LK,R2,-5.1676353,119.4072099
Thursday,Afternoon,galangan kapal,tallo,TM,adolescent,LK,R2,-5.112275,119.4309818
Monday,Morning,datuk ditiro,tallo,TK,child,LK,R2,-5.1272385,119.431099
Monday,Evening,teuku umar raya,tallo,TK,adolescent,LK,R2,-5.1175544,119.4319332
Monday,Afternoon,perintis kemerdekaan,biringkanaya,TL,NOV,LK,R2,-5.0876472,119.5188217
Monday,Afternoon,urip sumuharjo,panakkukang,TK,adolescent,LK,R2,-5.1348243,119.4316818
Tuesday,Afternoon,veteran selatan,mamajang,TM,adult,LK,R2,-5.1671547,119.419923
Tuesday,Morning,insinyur sutami,tamalanrea,TK,adult,LK,R2,-5.0811953,119.5000284
Tuesday,Morning,perintis kemerdekaan,tamalanrea,T,adult,LK,R3,-5.1257155,119.5040112
Thursday,Afternoon,andi pangerang pettarani,panakkukang,TK,adolescent,LK,R3,-5.1521953,119.4374749
Wednesday,Afternoon,boulevard,panakkukang,TL,NOV,LK,R3,-5.1560473,119.4419658
Wednesday,Morning,perintis kemerdekaan,biringkanaya,TK,adult,LK,R2,-5.0876472,119.5188217
Wednesday,Night,insinyur sutami,biringkanaya,TL,NOV,NOV,R2,-5.0680439,119.524519
Thursday,Night,urip sumuharjo,panakkukang,TL,NOV,LK,R2,-5.1348243,119.4316818
Thursday,Night,andi pangerang pettarani,rappocini,OC,adolescent,LK,R2,-5.1565899,119.4369069
Thursday,Night,serigala,mamajang,T,adult,LK,R2,-5.1607129,119.4210329
Thursday,Morning,g. batu putih,ujung pandang,TK,adult,NOV,R3,-5.1468769,119.4185684
Saturday,Evening,bali,wajo,TK,adult,LK,R2,-4.1355926,120.0313573
Saturday,Evening,malengkeri,tamalate,TB,adolescent,NOV,R2,-5.1875239,119.4339559
Saturday,Afternoon,veteran selatan,mamajang,TK,adult,LK,R2,-5.1671547,119.419923
Sunday,Afternoon,bulukunyi,makassar,TK,adult,NOV,R3,-5.1462122,119.4214807
Friday,Morning,perintis kemerdekaan,biringkanaya,TK,adolescent,LK,R2,-5.0876472,119.5188217
Saturday,Evening,tamangapa raya,manggala,TK,adult,PR,R2,-5.1767373,119.4843844
Saturday,Afternoon,kapasa raya,biringkanaya,TK,adult,PR,R2,-5.109131,119.5009769
Monday,Afternoon,gatot subroto,tallo,TK,child,NOV,Rro,-5.1182406,119.4349653
Saturday,Evening,perintis kemerdekaan,tamalanrea,T,adolescent,NOV,R2,-5.1257155,119.5040112
Monday,Afternoon,satelit i,biringkanaya,TK,adult,LK,R2,-5.1290339,119.510128
Tuesday,Afternoon,metro tanjung bunga,tamalate,T,adult,NOV,R2,-5.1661576,119.3917443
Tuesday,Afternoon,perintis kemerdekaan,tamalanrea,TK,adult,NOV,R2,-5.1257155,119.5040112
Saturday,Evening,perintis kemerdekaan,biringkanaya,T,adult,NOV,R2,-5.0876472,119.5188217
Tuesday,Morning,galangan kapal,tallo,TK,adult,NOV,R2,-5.112275,119.4309818
Tuesday,Afternoon,beruang,mamajang,TK,adult,LK,R3,-5.1590826,119.4194081
Monday,Evening,perintis kemerdekaan,biringkanaya,TM,adolescent,LK,R2,-5.0876472,119.5188217
Thursday,Morning,sungai saddang baru,rappocini,TK,adolescent,LK,R2,-5.1489226,119.4312157
Wednesday,Night,sultan alauddin,rappocini,TM,adult,LK,R6,-5.1847014,119.4408542
Thursday,Morning,gunung bulusaraung,ujung pandang,TK,adult,LK,R2,-5.132311,119.416033
Wednesday,Morning,pajaiang,biringkanaya,TK,adult,PR,R3,-5.1072138,119.5214542
Monday,Afternoon,urip sumuharjo,panakkukang,TK,adult,LK,R2,-5.1348243,119.4316818
Friday,Night,nuri,mariso,TK,adult,LK,R3,-5.1613624,119.4092236
Sunday,Morning,urip sumuharjo,panakkukang,TL,NOV,NOV,R2,-5.1348243,119.4316818
Sunday,Afternoon,letjen hertasning,rappocini,TL,NOV,NOV,R3,-5.1615805,119.4360696
Monday,Night,sam ratulangi,ujung pandang,TM,adult,LK,R3,-5.1610298,119.4173875
Saturday,Evening,kawasan pergudangan parangloe indah,tamalanrea,T,adolescent,PR,R2,-5.0983332,119.4909867
Saturday,Afternoon,monumen emmy saelan,rappocini,TL,NOV,PR,R3,-5.1716927,119.4425634
Monday,Morning,urip sumuharjo,panakkukang,TM,adult,PR,R2,-5.1348243,119.4316818
Friday,Evening,nikel raya,rappocini,TL,NOV,LK,R3,-5.153695,119.4366357
Sunday,Night,ujung bor,manggala,TK,adolescent,NOV,R2,-5.1656646,119.5073716
Sunday,Morning,urip sumuharjo,panakkukang,TK,adolescent,LK,R2,-5.1348243,119.4316818
Saturday,Night,urip sumuharjo,panakkukang,TL,NOV,PR,R2,-5.1348243,119.4316818
Tuesday,Afternoon,tamalate i,rappocini,TL,NOV,LK,R2,-5.1675882,119.4479146
Wednesday,Night,perintis kemerdekaan,biringkanaya,TL,NOV,LK,R3,-5.0876472,119.5188217
Tuesday,Afternoon,perintis kemerdekaan,biringkanaya,TK,adult,NOV,R3,-5.0876472,119.5188217
Tuesday,Afternoon,sanrangan,biringkanaya,T,child,NOV,R2,-5.1063304,119.5203592
Wednesday,Night,galangan kapal,tallo,TL,NOV,NOV,R2,-5.112275,119.4309818
Wednesday,Morning,maccini kidul,makassar,TM,adult,LK,R3,-5.1382583,119.4289519
Wednesday,Afternoon,andalas,bontoala,TL,NOV,LK,R3,-5.1268592,119.4185753
Thursday,Afternoon,sunu,tallo,TK,adolescent,PR,R2,-5.1247334,119.4296097
Friday,Night,gunung latimojong,bontoala,TK,adolescent,LK,R2,-5.1405404,119.4208275
Thursday,Evening,urip sumuharjo,panakkukang,TM,adolescent,LK,R2,-5.1348243,119.4316818
Friday,Afternoon,metro tanjung bunga,tamalate,TK,adolescent,LK,R2,-5.1661576,119.3917443
Saturday,Morning,gunung bawakaraeng,makassar,TM,adult,LK,R2,-5.1349865,119.425356
Saturday,Evening,perintis kemerdekaan,tamalanrea,TK,adult,PR,R3,-5.1257155,119.5040112
Friday,Morning,goa ria,biringkanaya,TK,adult,NOV,R2,-5.0810812,119.5253813
Sunday,Evening,sam ratulangi,mamajang,TK,adult,LK,R3,-5.1610298,119.4173875
Friday,Morning,penghibur,ujung pandang,TK,adult,LK,R2,-5.147339,119.4090271
Sunday,Afternoon,borong raya,manggala,TL,NOV,LK,R3,-5.1646341,119.4717009
Tuesday,Morning,ali malaka,ujung pandang,TK,adolescent,NOV,R2,-5.1404819,119.4084815
Wednesday,Morning,perintis kemerdekaan,tamalanrea,TK,adolescent,PR,R3,-5.1257155,119.5040112
Wednesday,Afternoon,perintis kemerdekaan,biringkanaya,TK,adolescent,LK,R2,-5.0876472,119.5188217
Wednesday,Morning,flamboyan,tamalate,T,adult,NOV,R2,-5.1692515,119.4016416
Friday,Evening,perintis kemerdekaan,biringkanaya,TK,adult,LK,R2,-5.0876472,119.5188217
Friday,Afternoon,perintis kemerdekaan,biringkanaya,TL,NOV,LK,R2,-5.0876472,119.5188217
Thursday,Evening,teuku umar raya,tallo,TK,adult,LK,R2,-5.1175544,119.4319332
Saturday,Morning,andi pangerang pettarani,rappocini,TK,adolescent,LK,R3,-5.1565899,119.4369069
Tuesday,Evening,perintis kemerdekaan,tamalanrea,OC,adolescent,NOV,R2,-5.1257155,119.5040112
Sunday,Night,andi pangerang pettarani,rappocini,OC,adult,LK,R2,-5.1565899,119.4369069
Sunday,Evening,urip sumuharjo,panakkukang,TL,NOV,LK,R2,-5.1348243,119.4316818
Monday,Morning,insinyur sutami,biringkanaya,T,adolescent,NOV,R2,-5.0680439,119.524519
Sunday,Night,perintis kemerdekaan,biringkanaya,TK,adult,NOV,R2,-5.0876472,119.5188217
Saturday,Morning,perintis kemerdekaan,tamalanrea,TK,adult,NOV,R2,-5.1257155,119.5040112
Monday,Afternoon,perintis kemerdekaan,biringkanaya,TK,adolescent,LK,R2,-5.0876472,119.5188217
Monday,Afternoon,insinyur sutami,tamalanrea,TK,adult,LK,R3,-5.0811953,119.5000284
Sunday,Afternoon,perintis kemerdekaan,tamalanrea,T,adult,LK,R2,-5.1257155,119.5040112
Friday,Night,abdullah daeng sirua,panakkukang,T,adolescent,PR,R2,-5.1513443,119.4494392
Saturday,Night,gunung bawakaraeng,ujung pandang,TK,adolescent,LK,R2,-5.135514,119.4179481
Friday,Morning,nusa tamalanrea indah,tamalanrea,T,adult,LK,R2,-5.1402715,119.48329437389705
Friday,Afternoon,perintis kemerdekaan,tamalanrea,TM,adolescent,NOV,R2,-5.1257155,119.5040112
Saturday,Night,goa ria,biringkanaya,TL,NOV,LK,R2,-5.0810812,119.5253813
Friday,Night,korban 40.000 jiwa,tallo,T,adolescent,LK,R2,-5.1235312,119.4364017
Friday,Evening,monumen emmy saelan,rappocini,T,adult,LK,R2,-5.1716927,119.4425634
Sunday,Evening,metro tanjung bunga,tamalate,T,adolescent,LK,R2,-5.1661576,119.3917443
Saturday,Evening,insinyur sutami,tamalanrea,T,adolescent,LK,R2,-5.0811953,119.5000284
Monday,Afternoon,perintis kemerdekaan,tamalanrea,TL,NOV,PR,R2,-5.1257155,119.5040112
Tuesday,Morning,veteran selatan,mamajang,TL,NOV,PR,R2,-5.1671547,119.419923
Thursday,Morning,borong raya,manggala,T,adult,LK,R2,-5.1646341,119.4717009
Thursday,Afternoon,insinyur sutami,tamalanrea,TK,adult,LK,R2,-5.0811953,119.5000284
Friday,Morning,borong raya,manggala,TK,adult,LK,R2,-5.1646341,119.4717009
Thursday,Evening,aroepala,rappocini,TM,adult,LK,R2,-5.1748451,119.4557027
Friday,Afternoon,urip sumuharjo,panakkukang,TM,adolescent,LK,R2,-5.1348243,119.4316818
Wednesday,Afternoon,insinyur sutami,biringkanaya,TK,adult,LK,R2,-5.0680439,119.524519
Saturday,Afternoon,urip sumuharjo,panakkukang,TL,NOV,NOV,R2,-5.1348243,119.4316818
Saturday,Afternoon,daeng tata raya,tamalate,TK,adolescent,LK,R2,-5.1850019,119.423432
Sunday,Evening,veteran utara,makassar,TK,adult,LK,R2,-5.1391986,119.4233018
Sunday,Morning,karunrung raya,rappocini,TM,child,PR,R2,-5.1772926,119.4524335
Friday,Night,gunung bawakaraeng,makassar,T,adult,NOV,R2,-5.1349865,119.425356
Saturday,Evening,kapasa raya,tamalanrea,TL,NOV,LK,R3,-5.0890215,119.4820631
Monday,Morning,perintis kemerdekaan,biringkanaya,TK,adolescent,LK,R2,-5.0876472,119.5188217
Sunday,Afternoon,serigala,mamajang,TK,adolescent,LK,R2,-5.1607129,119.4210329
Monday,Morning,urip sumuharjo,panakkukang,T,adolescent,LK,R2,-5.1348243,119.4316818
Tuesday,Morning,komp. unhas,tallo,TL,NOV,LK,R2,-5.1273889,119.4269936
Monday,Afternoon,inspeksi pam,manggala,TK,adult,LK,R2,-5.1552844,119.4774932
Monday,Night,tamalanrea raya,tamalanrea,T,adult,LK,R2,-5.1377395,119.5159278
Tuesday,Afternoon,kawasan pergudangan parangloe indah,tamalanrea,TK,adult,LK,R2,-5.0983332,119.4909867
Wednesday,Morning,sukaria i,panakkukang,T,adult,LK,R2,-5.1430959,119.4403752
Monday,Afternoon,aroepala,rappocini,T,adult,NOV,R2,-5.1748451,119.4557027
Tuesday,Morning,insinyur sutami,biringkanaya,T,adult,LK,R2,-5.0680439,119.524519
Wednesday,Afternoon,bumi karsa,panakkukang,TK,adult,LK,R2,-5.1514551,119.4416216
Thursday,Night,insinyur sutami,tamalanrea,T,adolescent,LK,R2,-5.0811953,119.5000284
Thursday,Afternoon,urip sumuharjo,panakkukang,TL,NOV,NOV,R2,-5.1348243,119.4316818
Friday,Morning,veteran utara,makassar,TK,adolescent,LK,B2,-5.1391986,119.4233018
Friday,Night,veteran utara,makassar,TL,NOV,NOV,R3,-5.1391986,119.4233018
Friday,Morning,perintis kemerdekaan,tamalanrea,TK,adult,PR,Rro,-5.1257155,119.5040112
Thursday,Afternoon,datuk ribandang,tallo,TM,adult,LK,R3,-5.1288411,119.4304187
Friday,Evening,abu bakar lambogo,makassar,T,child,LK,R2,-5.1427283,119.4336437
Monday,Morning,sultan alauddin,rappocini,TL,NOV,LK,R2,-5.1847014,119.4408542
Sunday,Evening,gontang raya,tamalate,T,adolescent,LK,R2,-5.1847742,119.4080313
Monday,Morning,gunung bawakaraeng,makassar,TM,adolescent,LK,R6,-5.1349865,119.425356
Tuesday,Morning,citra sudiang indah,biringkanaya,T,adolescent,LK,R2,-5.0813602,119.5214361
Tuesday,Afternoon,topaz raya,panakkukang,TK,adult,LK,R3,-5.1547846,119.4385433
Wednesday,Morning,kartini,ujung pandang,TK,adolescent,LK,R3,-5.1360991,119.4118141
Tuesday,Evening,paccerakkang,biringkanaya,TK,adult,LK,R2,-5.1130349,119.5128407
Friday,Morning,letjen hertasning,rappocini,TK,adult,LK,R2,-5.1615805,119.4360696
Thursday,Morning,sungai saddang,ujung pandang,TK,adult,LK,R2,-5.1468498,119.4249901
Thursday,Night,dokter leimena,panakkukang,T,adult,LK,R2,-5.1499481,119.4710365
Saturday,Morning,gunung latimojong,makassar,TL,NOV,NOV,R2,-5.1405404,119.4208275
Thursday,Evening,abu bakar lambogo,makassar,TL,NOV,LK,R2,-5.1427283,119.4336437
Saturday,Afternoon,pajaiang,biringkanaya,T,adult,LK,R2,-5.1072138,119.5214542
Sunday,Morning,letjen hertasning,panakkukang,TL,NOV,LK,R2,-5.1624971,119.4427223
Sunday,Afternoon,urip sumuharjo,panakkukang,TK,adolescent,NOV,R2,-5.1348243,119.4316818
Friday,Morning,maccini raya,makassar,T,adult,LK,R2,-5.1380386,119.4340109
Sunday,Morning,abu bakar lambogo,makassar,TK,adult,NOV,R2,-5.1427283,119.4336437
Thursday,Afternoon,andi pangerang pettarani,panakkukang,TK,adolescent,LK,R6,-5.1521953,119.4374749
Wednesday,Evening,batara bira,biringkanaya,TK,adolescent,NOV,R3,-5.0884975,119.5063692
Wednesday,Afternoon,manuruki,biringkanaya,TK,adolescent,LK,R2,-5.115678,119.5312412
Wednesday,Afternoon,perintis kemerdekaan,tamalanrea,TL,NOV,PR,R3,-5.1257155,119.5040112
Thursday,Afternoon,tamalanrea raya,tamalanrea,TK,adult,PR,R2,-5.1377395,119.5159278
Thursday,Afternoon,perumnas raya,manggala,T,adult,NOV,R2,-5.1671551,119.4804238
Friday,Night,nuri baru,mariso,TK,adolescent,NOV,R2,-5.1676353,119.4072099
Friday,Afternoon,urip sumuharjo,panakkukang,TL,NOV,LK,R2,-5.1348243,119.4316818
Thursday,Afternoon,metro tanjung bunga,tamalate,TK,adult,NOV,R3,-5.1661576,119.3917443
Saturday,Morning,berua raya,biringkanaya,TK,adult,NOV,R3,-5.1158621,119.5232925
Sunday,Evening,kandea iii,bontoala,TK,adolescent,NOV,R2,-5.1271822,119.4237625
Thursday,Morning,teuku umar raya,tallo,TK,adult,NOV,R2,-5.1175544,119.4319332
Saturday,Evening,kumala,tamalate,TL,NOV,LK,R2,-5.1751691,119.4167077
Tuesday,Afternoon,perintis kemerdekaan,tamalanrea,TM,adult,LK,R3,-5.1257155,119.5040112
Tuesday,Morning,galangan kapal,tallo,TK,adult,LK,R6,-5.112275,119.4309818
Tuesday,Afternoon,aroepala,rappocini,TK,adult,LK,R2,-5.1748451,119.4557027
Wednesday,Afternoon,sawerigading,ujung pandang,TK,adult,PR,R2,-5.1408703,119.4127661
Friday,Morning,toddopuli 10,manggala,TK,adolescent,LK,R2,-5.1656071,119.4568455
Friday,Evening,janggo paropo,panakkukang,TK,adult,LK,R2,-5.1492454,119.4589271
Wednesday,Afternoon,perintis kemerdekaan,tamalanrea,TL,NOV,LK,R2,-5.1257155,119.5040112
Saturday,Evening,daeng regge,tallo,TM,adult,LK,R2,-5.1242125,119.4410212
Sunday,Night,abu bakar lambogo,makassar,TK,adult,NOV,R2,-5.1427283,119.4336437
Sunday,Morning,inspeksi kanal,manggala,TM,adolescent,NOV,R2,-5.1629569,119.4677618
Wednesday,Afternoon,pengayoman,panakkukang,T,adult,LK,R2,-5.1585975,119.4418718
Saturday,Night,perintis kemerdekaan,biringkanaya,TK,adult,PR,R2,-5.0876472,119.5188217
Monday,Evening,korban 40.000 jiwa,tallo,T,adolescent,PR,R2,-5.1235312,119.4364017
Tuesday,Evening,paccerakkang,biringkanaya,TK,adolescent,PR,R2,-5.1130349,119.5128407
Wednesday,Morning,korban 40.000 jiwa,tallo,T,adult,LK,R2,-5.1235312,119.4364017
Wednesday,Evening,urip sumuharjo,panakkukang,TM,adult,NOV,R2,-5.1348243,119.4316818
Thursday,Morning,borong raya,manggala,TK,adult,LK,R3,-5.1646341,119.4717009
Thursday,Evening,perintis kemerdekaan,biringkanaya,TL,NOV,PR,R2,-5.0876472,119.5188217
Friday,Evening,anggrek,mariso,T,adolescent,LK,R2,-5.1637338,119.4075297
Friday,Afternoon,goa ria,biringkanaya,T,adolescent,LK,R2,-5.0810812,119.5253813
Saturday,Morning,jenderal ahmad yani,wajo,TK,adult,NOV,R2,-5.1328547,119.4078414
Saturday,Afternoon,kesatuan,makassar,T,adolescent,NOV,R2,-5.1394741,119.4309892
Sunday,Night,perintis kemerdekaan,tamalanrea,T,adult,NOV,R2,-5.1257155,119.5040112
Sunday,Morning,tamangapa raya,manggala,TK,child,LK,R2,-5.1767373,119.4843844
Sunday,Night,metro tanjung bunga,mariso,T,adult,LK,R2,-5.1544437,119.4041691
Monday,Morning,urip sumuharjo,panakkukang,TB,adult,PR,R2,-5.1348243,119.4316818
Tuesday,Night,kumala,tamalate,TK,adult,LK,R3,-5.1751691,119.4167077
Monday,Morning,perintis kemerdekaan,tamalanrea,T,adult,lk,R2,-5.1257155,119.5040112
Tuesday,Night,veteran selatan,mamajang,TK,adolescent,LK,R2,-5.1671547,119.419923
Sunday,Evening,sultan alauddin,tamalate,TL,NOV,LK,R2,-5.1682127,119.4209944
Sunday,Evening,maccini baru,makassar,TK,adult,LK,R2,-5.1378158,119.4279274
Monday,Evening,metro tanjung bunga,tamalate,T,adult,PR,R2,-5.1661576,119.3917443
Tuesday,Evening,pelita raya,rappocini,T,adolescent,NOV,R2,-5.1528655,119.4341715
Tuesday,Evening,goa ria,biringkanaya,TL,NOV,LK,R2,-5.0810812,119.5253813
Thursday,Night,borong raya,manggala,TK,adolescent,LK,R2,-5.1646341,119.4717009
Wednesday,Evening,pajukukang,tamalate,TK,adolescent,LK,R2,-5.2122412,119.3872214
Thursday,Afternoon,aroepala,rappocini,TK,adult,LK,R3,-5.1748451,119.4557027
Thursday,Afternoon,inspeksi kanal,manggala,T,adult,NOV,R2,-5.1629569,119.4677618
Wednesday,Afternoon,insinyur sutami,tamalanrea,T,adult,LK,R3,-5.0811953,119.5000284
Friday,Evening,bandang,bontoala,TK,adult,PR,R2,-5.1329092,119.4213666
Friday,Morning,perintis kemerdekaan,biringkanaya,T,adult,LK,R2,-5.0876472,119.5188217
Saturday,Night,kima raya,biringkanaya,T,adult,NOV,R2,-5.1128454,119.509013
Monday,Morning,mapala,rappocini,TK,child,LK,R2,-5.1696055,119.437864
Monday,Afternoon,lanto daeng pasewang,mamajang,TK,adolescent,LK,R2,-5.15203,119.4188561
Saturday,Afternoon,sam ratulangi,mamajang,TK,adolescent,LK,R2,-5.1610298,119.4173875
Monday,Morning,urip sumuharjo,panakkukang,T,adult,LK,R2,-5.1348243,119.4316818
Sunday,Afternoon,gunung bawakaraeng,bontoala,TK,child,NOV,R2,-5.1349865,119.425356
Tuesday,Evening,aroepala,rappocini,T,adult,LK,R2,-5.1748451,119.4557027
Tuesday,Evening,bonto duri,tamalate,T,adult,LK,R2,-5.1752238,119.4269422
Monday,Night,nipa nipa,manggala,T,adult,NOV,R2,-5.1624763,119.5003181
Monday,Afternoon,metro tanjung bunga,tamalate,TK,adult,NOV,R2,-5.1661576,119.3917443
Tuesday,Evening,perintis kemerdekaan,biringkanaya,TK,adult,NOV,R3,-5.0876472,119.5188217
Thursday,Afternoon,boulevard,panakkukang,TK,adult,LK,R3,-5.1560473,119.4419658
Thursday,Afternoon,cilallang,rappocini,T,adult,LK,R2,-5.1587967,119.4327675
Wednesday,Evening,perintis kemerdekaan,panakkukang,TM,adolescent,LK,R2,-5.1453588,119.4729453
Thursday,Afternoon,poros perumnas sudiang,biringkanaya,T,adolescent,PR,R2,-5.1018114,119.5316194
Wednesday,Morning,letjen hertasning,rappocini,TL,NOV,LK,R3,-5.1615805,119.4360696
Thursday,Evening,perintis kemerdekaan,biringkanaya,T,adult,LK,R2,-5.0876472,119.5188217
Friday,Evening,pajukukang,tamalate,TL,NOV,NOV,R2,-5.2122412,119.3872214
Monday,Morning,andi tonro,tamalate,TL,NOV,LK,R2,-5.1725621,119.4203633
Thursday,Afternoon,urip sumuharjo,panakkukang,OC,adolescent,LK,R2,-5.1348243,119.4316818
Friday,Evening,perintis kemerdekaan,biringkanaya,TK,adult,LK,R2,-5.0876472,119.5188217
Saturday,Afternoon,perintis kemerdekaan,biringkanaya,TK,adult,LK,R2,-5.0876472,119.5188217
Sunday,Afternoon,urip sumuharjo,panakkukang,OC,adult,LK,R2,-5.1348243,119.4316818
Monday,Afternoon,andi pangerang pettarani,panakkukang,OC,adult,PR,R2,-5.1521953,119.4374749
Friday,Night,veteran utara,bontoala,TK,adult,PR,R2,-5.1407973,119.4239945
Sunday,Afternoon,urip sumuharjo,panakkukang,OC,adult,LK,R3,-5.1348243,119.4316818
Sunday,Night,haji bau,ujung pandang,TK,adolescent,LK,R3,-5.1486476,119.4096809
Wednesday,Morning,lembo,tallo,OC,adult,LK,R2,-5.1192544,119.422686
Tuesday,Evening,nuri,mariso,TK,adolescent,LK,R2,-5.1613624,119.4092236
Tuesday,Morning,urip sumuharjo,panakkukang,OC,adult,LK,R2,-5.1348243,119.4316818
Wednesday,Night,andi pangerang pettarani,panakkukang,TK,adolescent,LK,R2,-5.1521953,119.4374749
Wednesday,Afternoon,abu bakar lambogo,makassar,OC,adolescent,NOV,R2,-5.1427283,119.4336437
Thursday,Afternoon,minasa upa,rappocini,TK,adolescent,LK,R2,-5.183593,119.4585157
Friday,Night,insinyur sutami,tamalanrea,TK,adolescent,LK,R12,-5.0811953,119.5000284
Friday,Afternoon,andi pangerang pettarani,panakkukang,TL,NOV,PR,R2,-5.1521953,119.4374749
Sunday,Night,goa ria,biringkanaya,TK,adolescent,NOV,R2,-5.0810812,119.5253813
Saturday,Evening,toddopuli raya,panakkukang,TM,adult,LK,R3,-5.1642922,119.4514556
